figure,test,dataset,metric,view,comparison,n,stat,p_raw,degenerate,note,q_bh,delta_mean,delta_median,rank_biserial
structural_architecture_robustness,paired_wilcoxon,LinearSEMDataset,endpoint_f1,absolute,GatedMLP_vs_ShallowMLP,5,3.0,0.3125,,,1.0,-0.04945054945054948,-0.0615384615384616,-0.2
structural_architecture_robustness,paired_wilcoxon,LinearSEMDataset,endpoint_f1,absolute,ResidualMLP_vs_ShallowMLP,5,5.0,0.625,,,1.0,0.015311355311355324,0.038461538461538436,0.2
structural_architecture_robustness,paired_wilcoxon,LinearSEMDataset,endpoint_f1,absolute,TabularMLP_vs_ShallowMLP,5,1.0,0.5,,,1.0,-0.05714285714285714,0.0,-0.3333333333333333
structural_architecture_robustness,paired_wilcoxon,LinearSEMDataset,endpoint_f1,delta,DeepMLP_vs_ShallowMLP,5,3.0,0.625,,,1.0,-0.03269230769230767,0.0,0.0
structural_architecture_robustness,paired_wilcoxon,LinearSEMDataset,endpoint_f1,delta,BottleneckMLP_vs_ShallowMLP,5,3.0,0.625,,,1.0,-0.010521978021978018,0.0,0.0
structural_architecture_robustness,paired_wilcoxon,LinearSEMDataset,endpoint_f1,delta,GatedMLP_vs_ShallowMLP,5,3.0,0.3125,,,1.0,-0.04945054945054948,-0.0615384615384616,-0.2
structural_architecture_robustness,paired_wilcoxon,LinearSEMDataset,endpoint_f1,delta,ResidualMLP_vs_ShallowMLP,5,5.0,0.625,,,1.0,0.015311355311355324,0.038461538461538436,0.2
structural_architecture_robustness,paired_wilcoxon,LinearSEMDataset,endpoint_f1,delta,TabularMLP_vs_ShallowMLP,5,1.0,0.5,,,1.0,-0.05714285714285714,0.0,-0.3333333333333333
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,absolute,DeepMLP_vs_ShallowMLP,5,2.0,0.75,,,1.0,-0.02354312354312351,0.0,-0.3333333333333333
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,absolute,BottleneckMLP_vs_ShallowMLP,5,1.0,1.0,,,1.0,0.02797202797202798,0.0,0.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,absolute,GatedMLP_vs_ShallowMLP,5,3.0,0.625,,,1.0,-0.07505827505827509,-0.07272727272727297,-0.5
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,absolute,ResidualMLP_vs_ShallowMLP,5,0.0,1.0,,,1.0,0.04615384615384614,0.0,1.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,absolute,TabularMLP_vs_ShallowMLP,5,2.0,0.75,,,1.0,0.04312354312354316,0.0,0.3333333333333333
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,delta,DeepMLP_vs_ShallowMLP,5,2.0,0.75,,,1.0,-0.02354312354312351,0.0,-0.3333333333333333
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,delta,BottleneckMLP_vs_ShallowMLP,5,1.0,1.0,,,1.0,0.02797202797202798,0.0,0.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,delta,GatedMLP_vs_ShallowMLP,5,3.0,0.625,,,1.0,-0.07505827505827509,-0.07272727272727297,-0.5
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,delta,ResidualMLP_vs_ShallowMLP,5,0.0,1.0,,,1.0,0.04615384615384614,0.0,1.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,edge_f1,delta,TabularMLP_vs_ShallowMLP,5,2.0,0.75,,,1.0,0.04312354312354316,0.0,0.3333333333333333
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,absolute,DeepMLP_vs_ShallowMLP,5,3.0,1.0,,,1.0,-0.015407925407925427,0.0,-0.3333333333333333
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,absolute,BottleneckMLP_vs_ShallowMLP,5,1.0,1.0,,,1.0,0.032167832167832165,0.0,0.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,absolute,GatedMLP_vs_ShallowMLP,5,4.0,0.875,,,1.0,-0.04116550116550116,0.0,0.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,absolute,ResidualMLP_vs_ShallowMLP,5,0.0,0.5,,,1.0,0.07974358974358975,0.0,1.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,absolute,TabularMLP_vs_ShallowMLP,5,2.0,0.75,,,1.0,0.04125874125874125,0.0,0.3333333333333333
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,delta,DeepMLP_vs_ShallowMLP,5,3.0,1.0,,,1.0,-0.015407925407925427,0.0,-0.3333333333333333
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,delta,BottleneckMLP_vs_ShallowMLP,5,1.0,1.0,,,1.0,0.032167832167832165,0.0,0.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,delta,GatedMLP_vs_ShallowMLP,5,4.0,0.875,,,1.0,-0.04116550116550116,0.0,0.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,delta,ResidualMLP_vs_ShallowMLP,5,0.0,0.5,,,1.0,0.07974358974358975,0.0,1.0
structural_architecture_robustness,paired_wilcoxon,ElectricalCircuitData,endpoint_f1,delta,TabularMLP_vs_ShallowMLP,5,2.0,0.75,,,1.0,0.04125874125874125,0.0,0.3333333333333333
